"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"5z69vk6451g248a","MGI:1353665","Usp21","C57BL","Early adult","MGP_IMM_076_001","0.7607425","Total Treg cells - % of CD45+"
"5z883mf82ha4g0x","MGI:1916987","Ttl","C57BL","Early adult","ESLIM_011_001_002","0.7656238","PP1 startle magnitude"
"5z9759246m2ww5a","MGI:1922776","Eppin","C57BL","Early adult","IMPC_CSD_032_001","0.8375099","Locomotor activity"
"5zi8ox4e9j18s1x","MGI:1349164","Sdc4","C57BL","Early adult","IMPC_GEP_034_001","0.1522106","Skin Appearance"
"6002d77fio6qe0a","MGI:1927753","Inpp5e","C57BL","E12.5","CCP_LDT_003_001","0.9541591","Time mobile light side"
"6009868x6d35lya","MGI:1914199","Trim59","C57BL","Early adult","IMPC_GEL_058_001","0.7029216","Heart morphology"
"600rm3hwl992jux","MGI:1918398","Mier1","129SV","Early adult","IMPC_ACS_006_001","0.2447816","Response amplitude - S"
"6018mo3w7m3x9kx","MGI:1913491","Tmem9","C57BL","Early adult","ESLIM_005_001_005","0.6726617","Bone Mineral Content"
"601e1rtc8u041jx","MGI:2685869","Dpy19l4","C57BL","Early adult","JAX_OFD_016_001","0.2004048","Center permanence time"
"60490i7odrt302a","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_EYE_025_001","0.2340787","Retinal Blood Vessels Structure"
"604e33420sfprux","MGI:1917120","Polr3gl","C57BL","Early adult","IMPC_EYE_088_001","0.7788111","Left vitreous humour thickness"
"604sr3z37us5n2x","MGI:101770","Bfsp1","C57BL","Early adult","IMPC_EYE_060_001","0.60982","Right corneal thickness"
"607m5rq773421la","MGI:2138198","D630023F18Rik","C57BL","Early adult","IMPC_FEA_105_001","0.8134621","Difference in Context and Conditioning Baseline % Freezing"
"607v8j1v5ko36tx","MGI:102519","Cst3","C57BL","E15.5","IMPC_OFD_012_001","0.5753636","Periphery permanence time"
"609lh8cp060328x","MGI:2443564","Ambra1","C57BL","E18.5","IMPC_XRY_021_001","0.7722921","Humerus"
"60a0s45o87yja3x","MGI:1922776","Eppin","C57BL","Late adult","IMPC_CBC_001_001","0.4999024","Sodium"
"60e9312mcv0pj0a","MGI:106637","Slc30a2","C57BL","E9.5","ESLIM_011_001_005","0.4022141","PP4 startle magnitude"
"60in36q83m4wk3x","MGI:1915247","Ddx59","C57BL","E9.5","ESLIM_011_001_001","0.05956243","BN startle magnitude"
"60k17cx9b9i106a","MGI:1337072","Ier5","C57BL","Early adult","IMPC_CBC_006_001","0.9743592","Total protein"
"60m3exqi9t668zx","MGI:2384297","Map7d1","C57BL","E18.5","IMPC_ABR_006_001","0.906151","12kHz-evoked ABR Threshold"
"60o471wrt3ew33a","MGI:1926106","Fam163b","C57BL","Early adult","CCP_LDT_003_001","0.2528769","Time mobile light side"
"60o9o61qchj99zx","MGI:97898","Ren1","C57BL","Early adult","IMPC_CSD_005_001","0.3391531","Coat - color - back"
"60ox9u7j569qaha","MGI:1891259","Lrat","C57BL","Early adult","IMPC_XRY_021_001","0.05657769","Humerus"
"60ud0d5ifj7p5qa","MGI:2384297","Map7d1","C57BL","Early adult","IMPC_OFD_012_001","0.1254342","Periphery permanence time"
"6109cg4uh7dqk2x","MGI:2444508","Fitm2","C57BL","Early adult","IMPC_OFD_014_001","0.4379524","Center distance travelled"
"6127h8bpjx1ov7a","MGI:2684789","Lrsam1","C57BL","Early adult","M-G-P_026_001_010","0.4588412","Mouth morphology"
"6134dyare0sx75a","MGI:1891259","Lrat","C57BL","Early adult","IMPC_XRY_055_001","0.5344493","Shape of spine"
"61396u02k3rgs2x","MGI:2138198","D630023F18Rik","C57BL","Early adult","IMPC_ACS_037_001","0.1434424","% Pre-pulse inhibition - Global"
"6149eq5j0u73o2x","MGI:2151053","Serpinb7","C57BL","Early adult","MGP_MLN_003_001","0.5086298","Total CD4+ T cells - % of ab T cells"
"615251sf9v879ya","MGI:1913721","Anp32e","C57BL","Early adult","MGP_IMM_004_001","0.2361575","Total CD4+ T cells - % of ab T cells"
"615pe64iyp38cax","MGI:104899","Mob4","C57BL","E9.5","IMPC_CSD_006_001","0.1358465","Coat - color - head"
"615zk3atn4vl2vx","MGI:1913420","Chchd5","C57BL","Early adult","IMPC_XRY_057_001","0.231083","Kyphosis"
"6171q818y174b2a","MGI:1919163","Tmem79","C57BL","Early adult","IMPC_ACS_034_001","0.4519589","% Pre-pulse inhibition - PPI2"
"617952t2ywz668x","MGI:1916987","Ttl","C57BL","Early adult","IMPC_EYE_082_001","0.6061889","Iris transilumination"
"6185u2p5r36a6jx","MGI:1916987","Ttl","C57BL","E15.5","JAX_OFD_010_001","0.8309517","Periphery distance travelled"
"6195fove38t9hoa","MGI:2685260","Otol1","C57BL","Early adult","IMPC_XRY_012_001","0.297733","Pelvis"
"619847358dh201a","MGI:98386","Sptan1","C57BL","E9.5","IMPC_GRS_010_001","0.7019429","Forelimb grip strength normalised against body weight"
"619qo58x7dt0o5a","MGI:1349164","Sdc4","C57BL","Early adult","IMPC_GEP_011_002","0.1064046","Hemorrhage"
"61b8jq87d90946a","MGI:1913692","Spc25","C57BL","E9.5","IMPC_CBC_016_001","0.06298937","HDL-cholesterol"
"61drl386k2860zx","MGI:1916987","Ttl","C57BL","E15.5","MGP_IMM_079_001","0.3102978","KLRG1+ Treg cells - % of CD45+"
"61dx2d4txo2736x","MGI:1919051","Plekhf2","C57BL","Early adult","JAX_ROT_002_001","0.8544528","Average duration"
"61g9l6ha2g7u57a","MGI:98386","Sptan1","C57BL","E9.5","IMPC_HEM_027_001","0.5958447","Red blood cell distribution width"
"61h39n50106q39x","MGI:2387617","Obp2a","C57BL","Early adult","JAX_LDT_009_001","0.6156501","Percent time in light"
"61jldptfw391w6x","MGI:2442177","Pced1a","C57BL","Early adult","IMPC_CSD_028_001","0.5160127","Snout size"
"61m6w6z8j1ekc0a","MGI:1351315","Eloa","C57BL","E9.5","IMPC_ACS_036_001","0.5489897","% Pre-pulse inhibition - PPI4"
"61ml1ey2l6j764x","MGI:1915599","Ndufs3","C57BL","Early adult","ESLIM_008_001_007","0.1421869","Transfer arousal"
"61o0xqapudi9zxa","MGI:1350930","Srp9","C57BL","E9.5","IMPC_XRY_055_001","0.8633827","Shape of spine"
"61p41hw8x222cka","MGI:1201673","Shox2","C57BL","E9.5","JAX_OFD_050_001","0.7191749","Percentage center movement time"
"61qp6716wlc81ua","MGI:1919369","Tpx2","C57BL","Early adult","IMPC_CSD_013_001","0.9192417","Coat - hair distribution - abdomen"
"61sj6fy10ox0sux","MGI:1346086","Aplnr","C57BL","Early adult","IMPC_EYE_016_001","0.9342943","Lens"
"61v49n85579zsla","MGI:1927241","Wdr12","C57BL","E9.5","IMPC_CSD_061_001","0.4286897","Skin color - tail"
"61xs75ikr9dc3va","MGI:1931054","Slc43a3","C57BL","Early adult","IMPC_OFD_019_001","0.8581252","Number of center entries"
"61yo102xr8l93lx","MGI:1921735","Lrrc71","C57BL","Early adult","IMPC_GRS_009_001","0.1608832","Forelimb and hindlimb grip strength measurement mean"
"61zx7d7h803r2ex","MGI:104708","Cct3","C57BL","Early adult","UCD_OWT_004_001","0.6062287","Left kidney"
"6218as2p91f2mex","MGI:105383","Il18r1","C57BL","Early adult","IMPC_ACS_033_001","0.1477213","% Pre-pulse inhibition - PPI1"
"621g50045j6tm9x","MGI:2444631","Bltp1","C57BL","E15.5","IMPC_IMM_040_002","0.6092361","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"6223x4uik1559nx","MGI:98397","Src","C57BL","Early adult","IMPC_XRY_012_001","0.738759","Pelvis"
"622zm6waa63ih8x","MGI:2443564","Ambra1","C57BL","E9.5","IMPC_HEM_032_001","0.6536109","Lymphocyte cell count"
"62355kqform10zx","MGI:1924955","Cstdc2","C57BL","Early adult","IMPC_GRS_008_001","0.2806721","Forelimb grip strength measurement mean"
"6239707m24e8tbx","MGI:95777","Gnas","129SV","Early adult","JAX_OFD_010_001","0.8124272","Periphery distance travelled"
"624g1t1tp240i9a","MGI:1924817","Tram2","C57BL","Early adult","IMPC_CBC_012_001","0.7354877","Aspartate aminotransferase"
"62520291o61ac5x","MGI:102519","Cst3","C57BL","Early adult","MGP_IMM_076_001","0.1997915","Total Treg cells - % of CD45+"
"626um0hy0482j1a","MGI:2140050","Ints3","C57BL","Early adult","IMPC_GEP_026_001","0.5429544","Outer ear morpholgy"
"6270sq800664yex","MGI:107363","Stxbp1","C57BL","E9.5","IMPC_CSD_013_001","0.9380974","Coat - hair distribution - abdomen"
"62745245slwn57a","MGI:1913692","Spc25","C57BL","E9.5","JAX_ROT_002_001","0.1947858","Average duration"
"6277921yai74caa","MGI:1916428","Snx5","129SV","Early adult","MGP_IMM_016_001","0.7797711","Naive CD8+ T cells - % of CD8+"
"6279l2c38y296ex","MGI:1927580","BLOC1S6","C57BL","Early adult","IMPC_ABR_006_001","0.3871761","12kHz-evoked ABR Threshold"
"628210e484w922x","MGI:1860511","Heyl","C57BL","Early adult","IMPC_GRS_009_001","0.8936961","Forelimb and hindlimb grip strength measurement mean"
"628333cm286bh8x","MGI:102519","Cst3","C57BL","Early adult","ESLIM_011_001_003","0.7330019","PP2 startle magnitude"
"62cl7fn49800u5a","MGI:1922776","Eppin","C57BL","Early adult","JAX_OFD_021_001","0.4101747","Number of rears - total"
"62e961gjn6zjr6x","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CSD_007_001","0.191305","Coat - color - abdomen"
"62mqr2l721dolsa","MGI:1913692","Spc25","C57BL","E9.5","MGP_IMM_004_001","0.08323172","Total CD4+ T cells - % of ab T cells"
"62tp5e826n9h64x","MGI:1337072","Ier5","C57BL","Late adult","IMPC_GPO_002_001","0.08618867","Placenta Morphology"
"62tryw5n605qa2a","MGI:1916428","Snx5","129SV","Early adult","MGP_MLN_111_001","0.4961092","Granulocytes - % of CD45+"
"62u2932kw11n73x","MGI:1343489","Mpdz","C57BL","Early adult","IMPC_CBC_006_001","0.4141085","Total protein"
"6309o2qgk41r77a","MGI:87879","Aco1","C57BL","Early adult","IMPC_HEM_031_001","0.8194092","Lymphocyte differential count"
"630v5f5v0dcf74a","MGI:1346069","Cdh20","C57BL","Early adult","IMPC_GEP_005_002","0.2758639","Responsive to tactile stimuli"
"6314155v0s0vmzx","MGI:1347355","Slc7a11","C57BL","Early adult","CCP_LFO_001_001","0.3635967","Weight"
"6320gv639u47qxx","MGI:1915599","Ndufs3","129SV","Early adult","IMPC_HEM_019_001","0.7206773","Mean platelet volume"
"63316v099qqr8da","MGI:1339755","Csf3r","C57BL","Early adult","IMPC_EYE_092_001","0.5445158","Retina (combined)"
"633200t56735t8x","MGI:1924817","Tram2","C57BL","Early adult","IMPC_GEM_029_001","0.6582071","Tail Morphology"
"634y46468p943yx","MGI:104793","Runx1t1","C57BL","Early adult","MGP_CSD_068_001","0.4087904","Vibrissae"
"635ebe1n1xs808x","MGI:2443564","Ambra1","C57BL","Early adult","IMPC_EYE_088_001","0.2202474","Left vitreous humour thickness"
"635l626rcvnu1gx","MGI:96429","Ifi204","C57BL","Early adult","IMPC_CSD_061_001","0.4894138","Skin color - tail"
"636j8j4tqq5d98a","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_EYE_062_001","0.6442802","Right total retinal thickness"
"638761xie78xk7x","MGI:107674","Cd1d1","C57BL","Early adult","CCP_XRY_003_001","0.1655266","Maxilla/Pre-maxilla"
"6387pk6mjaso9wx","MGI:1921735","Lrrc71","C57BL","Early adult","MGP_MLN_066_001","0.2616384","Effector CD4+ T helper cells - % of CD45+"
"638yq4s2k5k141a","MGI:2140712","Phf24","C57BL","Early adult","ESLIM_011_001_005","0.4358872","PP4 startle magnitude"
"639g577rco5r3aa","MGI:97803","Ptma","C57BL","E12.5","IMPC_CSD_032_001","0.2763055","Locomotor activity"
"639u3z46q3ct98x","MGI:2140361","Slc35d1","C57BL","E12.5","MGP_IMM_108_001","0.2602586","Marginal zone B cells - % of CD45+"
"63cq145r1b7n6pa","MGI:1922828","Fggy","C57BL","Early adult","IMPC_GEP_022_001","0.5292726","Embryo Size"
"63cs6v748ag024a","MGI:2684896","Maneal","C57BL","Early adult","ESLIM_011_001_005","0.3867433","PP4 startle magnitude"
"63e3l9gc2z2ds0a","MGI:1343489","Mpdz","C57BL","Early adult","MGP_IMM_019_001","0.7064672","CD5+ gd T cells - % of gd T cells"
"63ewu6l948z5c4x","MGI:1339968","Cth","C57BL","Early adult","IMPC_DXA_010_001","0.3497485","Bone Area"
"63gtt6fcff01d8a","MGI:1341907","Fjx1","C57BL","Early adult","IMPC_CSD_023_001","0.4137997","Vibrissae - presence"
"63h2b0oeka5py6x","MGI:1922423","Tex38","C57BL","Early adult","IMPC_ABR_010_001","0.6286084","24kHz-evoked ABR Threshold"
"63rigc9ubz728aa","MGI:107171","Ppp3r2","C57BL","Early adult","MGP_MLN_018_001","0.4933648","CD5+ gd T cells - % of gd T cells"
"63wff9133os93jx","MGI:107363","Stxbp1","C57BL","E9.5","MGP_IMM_016_001","0.5450694","Naive CD8+ T cells - % of CD8+"
"63z8fz750e7by0a","MGI:1337072","IER5","C57BL","Early adult","IMPC_CSD_015_001","0.4868352","Coat - hair texture / appearance - head"
"63zx5671uu3484a","MGI:1337072","Ier5","C57BL","Early adult","CCP_LDT_008_001","0.06218496","Percent time in light"
"6418mqr4s7w5ffa","MGI:1096385","Bcan","C57BL","Middle aged adult","MGP_MLN_079_001","0.8324994","CD5+ gd T cells - % of CD45+"
"64228om9a1vxr1x","MGI:1919300","Poglut2","C57BL","Early adult","M-G-P_016_001_006","0.9548877","Mean-corpuscular-haemoglobin"
"642mpd25h4f59wx","MGI:87867","Acadm","C57BL","Early adult","M-G-P_025_001_001","0.6957468","Glucose"
"6452n2a6395666a","MGI:101784","Nes","C57BL","Early adult","IMPC_GEP_017_001","0.2295494","Facial Morphology"
"64655k16sw0022x","MGI:1922387","Rprd2","C57BL","E12.5","IMPC_XRY_063_001","0.8390915","Cervical processes"
"649u2u83431ri4a","MGI:2140361","Slc35d1","C51BL","E12.5","ESLIM_016_001_004","0.6754949","Haematocrit"
"64b8gl7i61y010a","MGI:97803","Ptma","C57BL","E15.5","CCP_XRY_061_001","0.4849702","Fusion of processes"
"64bf2i141029nja","MGI:1918398","Mier1","129SV","Early adult","IMPC_CSD_041_002","0.219168","Hindpaw - size"
"64bpmlq846myp3x","MGI:1914454","Eif2s2","C57BL","Early adult","CCP_XRY_001_001","0.8271016","Skull shape"
"64dn37ounk62hxx","MGI:1924265","Mpped2","C57BL","Early adult","CCP_XRY_062_001","0.5648782","Polysyndactylism"
"64ev2pmtn77v8va","MGI:1922387","Rprd2","C57BL","E12.5","MGP_IMM_093_001","0.6412566","Resting CD4- NKT cells - % of CD45+"
"64f0ev5v06vd03a","MGI:97565","Pgm1","C57BL","E9.5","JAX_HBD_001_001","0.4644792","Total holepokes"
"64j4h75xucb564a","MGI:101770","Bfsp1","C57BL","Early adult","UCD_OWT_003_001","0.7824255","Spleen weight"
"64jp3n2h36zc1nx","MGI:3588216","Ube2u","C57BL","Early adult","MGP_MLN_080_001","0.4519102","Effector gd cells - % of CD45+"
"64lq5ig73ln5ara","MGI:1913882","Dph6","C57BL","Early adult","IMPC_GEP_026_001","0.780019","Outer ear morpholgy"
"64o65o68op93erx","MGI:2444391","Slc25a44","C57BL","Early adult","IMPC_HWT_008_001","0.0888492","Heart weight"
"64qot0gz563717x","MGI:2444681","Hhat","C57BL","Early adult","ESLIM_008_001_022","0.3379918","Vocalisation"
"64sef0s41gq4ova","MGI:1339968","Cth","C57BL","Early adult","CCP_XRY_001_001","0.8835615","Skull shape"
"64sh759tsdh678a","MGI:1201673","Shox2","C57BL","Early adult","IMPC_EYE_088_001","0.469698","Left vitreous humour thickness"
"64tignu8f898yka","MGI:2685869","Dpy19l4","C57BL","Early adult","MGP_MLN_011_001","0.9793486","KLRG1+ Treg cells - % of Treg"
"64w7b07o1ai106x","MGI:1921735","Lrrc71","C57BL","Early adult","IMPC_GEM_029_001","0.6382235","Tail Morphology"
"64xz105hrraws7a","MGI:1915599","Ndufs3","C57BL","Early adult","JAX_OFD_012_001","0.5637882","Periphery permanence time"
"64y6v13a9n4otaa","MGI:1919369","Tpx2","C57BL","Early adult","M-G-P_012_001_005","0.7804461","Body Weight"
"650031vms878n4x","MGI:1351315","Eloa","C57BL","Early adult","IMPC_OFD_013_001","0.9984562","Periphery average speed"
"6505u40n0l4lt1a","MGI:1095412","Unc5c","C57BL","Middle aged adult","IMPC_HEM_030_001","0.3207072","Neutrophil cell count"
"650nj3ov675s5ta","MGI:2654325","Gba2","C57BL","Early adult","IMPC_OFD_011_001","0.5515232","Periphery resting time"
"651qf835osr597a","MGI:1915862","Ube2c","C57BL","E12.5","IMPC_CSD_007_001","0.9154661","Coat - color - abdomen"
"65326vn8209pxwx","MGI:1921722","Stpg3","C57BL","Early adult","MGP_IMM_077_001","0.8970944","Effector Treg cells - % of CD45+"
"65393rh70j90t0x","MGI:1095412","Unc5c","C57BL","Early adult","MGP_IMM_116_001","0.7761989","Plasma cells - % of CD45+"
"654xha36063k13a","MGI:1346069","Cdh20","C57BL","Early adult","IMPC_GEO_063_001","0.8741939","Craniofacial morphology"
"65502dr048iv7ga","MGI:3606212","Rbbp8nl","C57BL","Early adult","IMPC_EYE_082_001","0.0926477","Iris transilumination"
"6554n86s0qc0m3a","MGI:1095412","Unc5c","C57BL","Early adult","IMPC_ACS_034_001","0.362396","% Pre-pulse inhibition - PPI2"
"655x8j660jam73a","MGI:104688","Col4a3","C57BL","Early adult","JAX_LDT_009_001","0.8128511","Percent time in light"
"6575besd1k8479x","MGI:97324","Nhlh2","C57BL","Early adult","JAX_LDT_003_001","0.5072317","Time mobile light side"
"65786ua4vk7lt0a","MGI:2140050","Ints3","C57BL","E9.5","IMPC_GEL_011_001","0.8653158","Embryo turning"
"6579l98izmte7ma","MGI:2444274","Cfap65","C57BL","Early adult","IMPC_EYE_008_001","0.4426636","Corneal opacity"
"657qc769m30bz0x","MGI:1332243","Ugcg","C57BL","Early adult","IMPC_EYE_063_001","0.05469287","Right inner nuclear layer"
"658uj9af1bi543a","MGI:1914454","Eif2s2","C57BL","E9.5","IMPC_CSD_032_001","0.8246346","Locomotor activity"
"65b1xu58g83d54x","MGI:1927241","Wdr12","C57BL","E9.5","IMPC_HEM_027_001","0.9918769","Red blood cell distribution width"
"65g9qx642d3941a","MGI:98397","Src","C57BL","Early adult","IMPC_ECG_028_001","0.3835971","QT"
"65h4579162g963a","MGI:1913491","Tmem9","C57BL","Early adult","CCP_LDT_007_001","0.7341827","Percent time in dark"
"65hh7dx8fr603ya","MGI:1201673","Shox2","C52BL","E9.5","CCP_XRY_062_001","0.4954961","Polysyndactylism"
"65l2u5n0rf9a64x","MGI:1922423","Tex38","C57BL","Early adult","ESLIM_015_001_002","0.2485953","Urea"
"65l42qvpyh7140x","MGI:2154090","Igsf8","C57BL","Early adult","IMPC_GEL_063_001","0.6424285","Delayed embryonic development"
"65lenl56642ib7x","MGI:1096385","Bcan","C57BL","Late adult","MGP_IMM_010_001","0.8084907","Effector Treg cells - % of Treg"
"65q5t91yil46hdx","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_CBC_018_001","0.5295374","Glucose"
"65st202wv0c461x","MGI:1891410","Pacsin3","C57BL","Early adult","IMPC_FEA_105_001","0.197707","Difference in Context and Conditioning Baseline % Freezing"
"65t023t62cr902x","MGI:2684896","Maneal","C57BL","Early adult","IMPC_CBC_007_001","0.9175677","Albumin"
"65v5z01xh7jegzx","MGI:1915862","Ube2c","C57BL","E18.5","IMPC_CBC_015_001","0.1896514","Total cholesterol"
"6603blj40s2m0la","MGI:2442177","Pced1a","C58BL","Early adult","IMPC_HEM_029_001","0.4182346","Neutrophil differential count"
"66164354g55vlbx","MGI:102519","Cst3","C57BL","E15.5","IMPC_CSD_006_001","0.2567106","Coat - color - head"
"66353k16i5s6z1a","MGI:2384297","Map7d1","C57BL","E12.5","MGP_MLN_011_001","0.9274859","KLRG1+ Treg cells - % of Treg"
"6639fhvuc6ymevx","MGI:1919084","Zbtb43","C57BL","Early adult","IMPC_OFD_016_001","0.1425826","Center permanence time"
"663fa3i687zozcx","MGI:1923676","Fam209","C57BL","Early adult","IMPC_EYE_008_001","0.9455725","Corneal opacity"
"6642b6t8nq207ma","MGI:101813","Coq3","C57BL","E9.5","IMPC_GEP_034_001","0.9396798","Skin Appearance"
"66569k1l8z8o3wa","MGI:97565","Pgm1","C57BL","Early adult","IMPC_GEL_027_001","0.4964438","Neural tube closure"
"665it24770urnvx","MGI:1098604","Rragd","C57BL","Early adult","MGP_IMM_127_001","0.3476425","Plasmacytoid DC - % of CD45+"
"66614f8x2b670pa","MGI:1919880","Hspa12b","C57BL","Early adult","IMPC_CBC_012_001","0.829316","Aspartate aminotransferase"
"666c2r3i5v879fa","MGI:1332243","Ugcg","C57BL","Early adult","IMPC_DXA_008_001","0.2904618","Lean/Body weight"
"6685mj6of7e527x","MGI:97565","Pgm1","C57BL","Early adult","IMPC_CSD_040_002","0.9797263","Forepaw - size"
"668jfg7c14p0n2a","MGI:1926106","Fam163b","C57BL","Early adult","IMPC_EYE_070_001","0.8415717","Left outer nuclear layer"
"669esc927o88hgx","MGI:3588202","Garin4","C57BL","Early adult","IMPC_IMM_011_002","0.4535245","CD4+ NKT cells - % of live leukocytes (Panel A)"
"66b482m90734cha","MGI:103300","Rbl1","C57BL","Early adult","IMPC_DXA_007_001","0.6977681","BMC/Body weight"
"66c2i67ma9dla7a","MGI:2441837","Adgrb3","C57BL","Early adult","MGP_IMM_009_001","0.6704523","Total Treg cells - % of CD4+"
"66esifohp389x5a","MGI:2385213","Pdik1l","C57BL","Late adult","IMPC_CBC_024_001","0.5612792","UIBC (unsaturated iron binding capacity)"
"66gcux2mj057jxx","MGI:2443564","Ambra1","C57BL","Early adult","MGP_MLN_078_001","0.07445514","Total gd T cells - % of CD45+"
"66m0cjm0bs0367x","MGI:102519","Cst3","C57BL","E12.5","MGP_CSD_027_001","0.1867209","Ventral coat/hair colour pattern"
"66ns997uog1p50a","MGI:106925","Cldn11","C57BL","Early adult","IMPC_EYE_070_001","0.5527696","Left outer nuclear layer"
"66p65y7b2i0pd4x","MGI:2684896","Maneal","C57BL","Early adult","MGP_MLN_079_001","0.9321925","CD5+ gd T cells - % of CD45+"
"66qb86pp0wiir2x","MGI:2676312","Abca12","C57BL","E18.5","JAX_ROT_002_001","0.9315148","Average duration"
"66s1092s603419x","MGI:1917770","Glipr2","C57BL","Early adult","ESLIM_005_001_004","0.6880368","Bone Mineral Density (excluding skull)"
"66uit9hey6h3s5a","MGI:1913746","Ppdpf","C57BL","Early adult","IMPC_XRY_015_001","0.3270084","Number of lumbar vertebrae"
"67195j90j86zzwa","MGI:98386","Sptan1","C57BL","E15.5","M-G-P_005_001_003","0.1302844","Lean Mass"
"672jn6upl6r441a","MGI:1916987","Ttl","C57BL","E12.5","IMPC_HEM_006_001","0.5752155","Mean corpuscular hemoglobin"
"6730i3y95bra0xx","MGI:3606212","Rbbp8nl","C57BL","Early adult","IMPC_CBC_006_001","0.1488256","Total protein"
"6745k530n88q32a","MGI:107341","Ctss","C57BL","Early adult","UCDLA_CSD_012_001","0.8163204","Coat - hair distribution - head"
"676672r0n94nw9a","MGI:1916428","Snx5","C57BL","Early adult","ESLIM_015_001_002","6.579775e-05","Urea"
"6774k46q564u6fx","MGI:2139018","Olah","C57BL","Early adult","IMPC_GEL_027_001","0.1600496","Neural tube closure"
"67887v4nu9tavya","MGI:2679260","Crb2","C57BL","Early adult","JAX_PLC_004_001","0.2530334","Glucose"
"67ct2w3d5nq082x","MGI:1927580","Bloc1s6","C59BL","Early adult","IMPC_XRY_012_001","0.9587866","Pelvis"
"67g38tl80k9377a","MGI:1923304","Prrc2b","C57BL","Early adult","IMPC_IMM_014_002","0.4680574","Treg cells - % of live leukocytes (Panel A)"
